%Quadratura - Nova Viçosa - 16 DE JANEIRO de 2008 - EST C
%h      z     Z       S       T     Dens               U       V   
04.0  0.00   0.00   29.58   28.09  1018.30   56.49   -0.09    0.01
04.0  0.85   0.10   29.25   28.14  1018.04   54.47   -0.10    0.01
04.0  1.71   0.20   28.93   28.19  1017.78   52.46   -0.10    0.01
04.0  2.56   0.30   29.13   28.20  1017.93   48.10   -0.13   -0.00
04.0  3.42   0.40   29.67   28.18  1018.35   43.87   -0.16   -0.01
04.0  4.27   0.50   30.36   28.15  1018.88   41.84   -0.20   -0.02
04.0  5.13   0.60   30.97   28.12  1019.36   40.76   -0.22   -0.03
04.0  5.98   0.70   31.48   28.12  1019.74   40.83   -0.21   -0.03
04.0  6.83   0.80   31.92   28.12  1020.07   42.95   -0.19   -0.02
04.0  7.69   0.90   32.13   28.13  1020.23   44.75   -0.18   -0.01
04.0  8.54   1.00   31.94   28.12  1020.09   43.58    0.00    0.00
04.5  0.00   0.00   27.32   28.28  1016.54   36.05   -0.09   -0.02
04.5  0.87   0.10   27.78   28.30  1016.89   40.41   -0.12   -0.01
04.5  1.74   0.20   28.24   28.32  1017.23   44.77   -0.15   -0.00
04.5  2.61   0.30   28.82   28.37  1017.65   50.95   -0.19    0.01
04.5  3.47   0.40   29.26   28.41  1017.97   53.23   -0.25    0.02
04.5  4.34   0.50   29.62   28.41  1018.24   51.01   -0.29    0.01
04.5  5.21   0.60   30.06   28.36  1018.59   47.61   -0.31   -0.00
04.5  6.08   0.70   30.49   28.33  1018.93   46.24   -0.31   -0.01
04.5  6.95   0.80   30.78   28.31  1019.16   49.10   -0.30    0.00
04.5  7.82   0.90   30.92   28.31  1019.27   53.95   -0.28    0.03
04.5  8.69   1.00   30.95   28.29  1019.30   57.69    0.00    0.00
05.0  0.00   0.00   29.89   28.13  1018.51    7.73   -0.16   -0.10
05.0  0.97   0.10   29.53   28.12  1018.25    4.48   -0.14   -0.11
05.0  1.94   0.20   29.17   28.12  1017.99    1.24   -0.11   -0.12
05.0  2.91   0.30   29.57   28.12  1018.29    7.72   -0.16   -0.13
05.0  3.88   0.40   30.45   28.12  1018.96   18.26   -0.25   -0.13
05.0  4.85   0.50   31.39   28.13  1019.67   27.09   -0.30   -0.12
05.0  5.82   0.60   31.88   28.13  1020.03   29.75   -0.26   -0.09
05.0  6.79   0.70   32.02   28.13  1020.14   29.37   -0.21   -0.07
05.0  7.76   0.80   32.05   28.12  1020.18   34.27   -0.20   -0.05
05.0  8.73   0.90   32.09   28.12  1020.21   41.47   -0.22   -0.02
05.0  9.70   1.00   32.18   28.10  1020.29   45.39    0.00    0.00
05.5  0.00   0.00   28.97   28.34  1017.76   40.02   -0.15   -0.02
05.5  0.86   0.10   28.68   28.32  1017.55   41.08   -0.13   -0.02
05.5  1.72   0.20   28.39   28.30  1017.34   42.14   -0.11   -0.01
05.5  2.58   0.30   28.50   28.30  1017.43   42.46   -0.13   -0.01
05.5  3.43   0.40   28.82   28.33  1017.67   40.30   -0.17   -0.02
05.5  4.29   0.50   29.29   28.35  1018.01   38.59   -0.20   -0.03
05.5  5.15   0.60   30.09   28.34  1018.63   41.16   -0.23   -0.03
05.5  6.01   0.70   31.02   28.28  1019.34   44.46   -0.24   -0.02
05.5  6.87   0.80   31.50   28.25  1019.72   43.52   -0.24   -0.02
05.5  7.73   0.90   31.61   28.24  1019.80   41.43   -0.24   -0.03
05.5  8.59   1.00   31.56   28.25  1019.77   43.30    0.00    0.00
06.0  0.00   0.00   30.39   28.85  1018.66   41.00   -0.12   -0.02
06.0  0.89   0.10   30.72   28.30  1019.09   47.74   -0.15   -0.00
06.0  1.79   0.20   31.05   27.75  1019.52   54.48   -0.19    0.02
06.0  2.68   0.30   31.31   27.66  1019.75   57.35   -0.18    0.03
06.0  3.58   0.40   31.62   27.80  1019.94   54.92   -0.16    0.02
06.0  4.47   0.50   32.09   27.97  1020.24   47.15   -0.17   -0.01
06.0  5.37   0.60   32.65   27.95  1020.67   42.71   -0.22   -0.02
06.0  6.26   0.70   33.15   27.85  1021.09   43.77   -0.26   -0.02
06.0  7.16   0.80   33.48   27.84  1021.34   44.97   -0.26   -0.01
06.0  8.05   0.90   33.64   27.89  1021.44   44.06   -0.24   -0.02
06.0  8.95   1.00   33.66   27.91  1021.46   43.48    0.00    0.00
06.5  0.00   0.00   29.60   27.97  1018.36   50.86   -0.06    0.01
06.5  0.89   0.10   29.71   27.97  1018.44   49.10   -0.09    0.00
06.5  1.78   0.20   29.81   27.97  1018.52   47.34   -0.12   -0.00
06.5  2.67   0.30   30.11   27.98  1018.74   46.00   -0.17   -0.01
06.5  3.56   0.40   30.65   28.01  1019.14   45.48   -0.18   -0.01
06.5  4.45   0.50   31.36   28.06  1019.66   41.85   -0.15   -0.01
06.5  5.33   0.60   31.95   28.08  1020.10   39.52   -0.15   -0.02
06.5  6.22   0.70   32.24   28.07  1020.33   45.04   -0.18   -0.00
06.5  7.11   0.80   32.35   28.05  1020.42   52.17   -0.20    0.02
06.5  8.00   0.90   32.39   28.04  1020.46   53.09   -0.21    0.02
06.5  8.89   1.00   32.52   28.07  1020.55   39.90    0.00    0.00
07.0  0.00   0.00   31.48   28.06  1019.74   20.06   -0.16    0.00
07.0  0.80   0.10   31.33   27.99  1019.65   11.58   -0.12   -0.04
07.0  1.61   0.20   31.18   27.93  1019.55    3.11   -0.09   -0.07
07.0  2.41   0.30   31.61   27.86  1019.91   10.78   -0.17   -0.09
07.0  3.21   0.40   32.36   27.80  1020.49   24.62   -0.27   -0.08
07.0  4.02   0.50   33.15   27.75  1021.11   34.98   -0.33   -0.07
07.0  4.82   0.60   33.87   27.71  1021.66   37.73   -0.34   -0.06
07.0  5.62   0.70   34.51   27.65  1022.17   37.19   -0.35   -0.06
07.0  6.43   0.80   34.98   27.56  1022.55   40.71   -0.38   -0.04
07.0  7.23   0.90   35.23   27.47  1022.77   45.77   -0.40   -0.01
07.0  8.03   1.00   35.20   27.43  1022.76   47.76    0.00    0.00
07.5  0.00   0.00   31.23   26.89  1019.91   34.19   -0.12   -0.03
07.5  0.89   0.10   31.25   27.25  1019.83   38.84   -0.14   -0.02
07.5  1.79   0.20   31.28   27.60  1019.74   43.48   -0.16   -0.01
07.5  2.68   0.30   31.78   27.85  1020.04   45.78   -0.19   -0.01
07.5  3.57   0.40   32.31   27.87  1020.43   45.91   -0.22   -0.01
07.5  4.47   0.50   32.65   27.83  1020.70   46.33   -0.26   -0.00
07.5  5.36   0.60   33.08   27.83  1021.03   49.14   -0.32    0.01
07.5  6.25   0.70   33.82   27.77  1021.61   51.81   -0.36    0.03
07.5  7.15   0.80   34.49   27.70  1022.14   50.99   -0.36    0.02
07.5  8.04   0.90   34.70   27.68  1022.31   48.23   -0.34    0.00
07.5  8.93   1.00   34.10   27.79  1021.83   45.58    0.00    0.00
08.0  0.00   0.00   33.71   27.78  1021.50  120.59   -0.04    0.12
08.0  0.83   0.10   33.84   27.75  1021.61  117.04   -0.05    0.12
08.0  1.65   0.20   33.97   27.73  1021.72  113.50   -0.06    0.11
08.0  2.48   0.30   34.50   27.65  1022.15   84.56   -0.14    0.06
08.0  3.30   0.40   35.11   27.52  1022.65   62.43   -0.22    0.03
08.0  4.13   0.50   35.52   27.39  1023.01   66.57   -0.21    0.04
08.0  4.95   0.60   35.68   27.31  1023.15   87.00   -0.15    0.10
08.0  5.78   0.70   35.73   27.28  1023.21   92.25   -0.13    0.12
08.0  6.61   0.80   35.75   27.26  1023.23   87.63   -0.15    0.12
