%Sizigia - Nova Viçosa - 23 DE JANEIRO de 2008 - EST C
%h      z     Z       S       T     Dens               U       V 
04.0  0.00   0.00   35.80   27.02  1023.32   40.97   -0.65    0.42
04.0  0.92   0.10   35.79   27.02  1023.31   42.27   -0.68    0.47
04.0  1.84   0.20   35.78   27.02  1023.31   43.58   -0.71    0.51
04.0  2.76   0.30   35.77   27.03  1023.31   41.80   -0.77    0.51
04.0  3.68   0.40   35.79   27.03  1023.32   39.86   -0.80    0.50
04.0  4.60   0.50   35.84   27.04  1023.36   40.26   -0.81    0.51
04.0  5.52   0.60   35.89   27.05  1023.40   41.84   -0.82    0.55
04.0  6.44   0.70   35.92   27.05  1023.42   43.32   -0.84    0.60
04.0  7.36   0.80   35.94   27.05  1023.44   44.77   -0.85    0.64
04.0  8.28   0.90   35.97   27.05  1023.47   45.69   -0.85    0.66
04.0  9.20   1.00   35.98   27.05  1023.48   45.40    0.00    0.00
04.5  0.00   0.00   35.93   26.99  1023.42   36.96   -0.63    0.34
04.5  0.91   0.10   35.92   26.99  1023.42   37.96   -0.64    0.36
04.5  1.81   0.20   35.91   27.00  1023.41   38.97   -0.65    0.39
04.5  2.72   0.30   35.88   27.01  1023.39   40.89   -0.65    0.42
04.5  3.63   0.40   35.88   27.02  1023.39   41.49   -0.66    0.44
04.5  4.53   0.50   35.92   27.01  1023.43   40.63   -0.66    0.42
04.5  5.44   0.60   35.94   27.01  1023.45   39.75   -0.66    0.41
04.5  6.34   0.70   35.93   27.01  1023.44   41.06   -0.64    0.42
04.5  7.25   0.80   35.93   27.02  1023.44   46.04   -0.59    0.46
04.5  8.16   0.90   35.94   27.02  1023.45   50.92   -0.54    0.50
04.5  9.06   1.00   35.97   27.02  1023.48   51.24    0.00    0.00
05.0  0.00   0.00   35.93   26.98  1023.43   47.87   -0.29    0.24
05.0  0.95   0.10   35.96   26.95  1023.46   50.67   -0.28    0.25
05.0  1.89   0.20   35.98   26.91  1023.49   53.48   -0.26    0.26
05.0  2.84   0.30   35.98   26.91  1023.50   50.62   -0.26    0.24
05.0  3.79   0.40   35.94   26.94  1023.47   51.88   -0.24    0.22
05.0  4.74   0.50   35.91   26.97  1023.43   60.65   -0.17    0.22
05.0  5.68   0.60   35.90   26.98  1023.43   70.12   -0.11    0.23
05.0  6.63   0.70   35.91   26.98  1023.44   67.51   -0.14    0.24
05.0  7.58   0.80   35.92   26.99  1023.45   51.74   -0.24    0.22
05.0  8.52   0.90   35.93   26.99  1023.46   37.09   -0.33    0.18
05.0  9.47   1.00   35.93   27.00  1023.46   34.21    0.00    0.00
05.5  0.00   0.00   35.94   26.96  1023.44  161.14    0.25    0.14
05.5  0.91   0.10   35.92   26.96  1023.43  148.16    0.19    0.14
05.5  1.83   0.20   35.90   26.96  1023.42  135.19    0.13    0.15
05.5  2.74   0.30   35.89   26.96  1023.42  130.15    0.10    0.16
05.5  3.66   0.40   35.92   26.96  1023.44  134.85    0.10    0.14
05.5  4.57   0.50   35.93   26.96  1023.45  146.20    0.10    0.10
05.5  5.49   0.60   35.91   26.96  1023.44  165.63    0.09    0.05
05.5  6.40   0.70   35.89   26.97  1023.43  199.17    0.08   -0.01
05.5  7.32   0.80   35.89   26.97  1023.43  237.92    0.06   -0.07
05.5  8.23   0.90   35.88   26.97  1023.43  261.22    0.03   -0.11
05.5  9.15   1.00   35.86   26.97  1023.42  247.16    0.00    0.00
06.0  0.00   0.00   35.76   26.97  1023.30  193.65    0.15    0.01
06.0  1.01   0.10   35.81   26.94  1023.35  189.10    0.39    0.03
06.0  2.03   0.20   35.86   26.91  1023.40  184.56    0.63    0.05
06.0  3.04   0.30   35.85   26.94  1023.39  190.16    0.85   -0.05
06.0  4.05   0.40   35.82   26.98  1023.36  201.78    0.86   -0.21
06.0  5.06   0.50   35.82   27.00  1023.36  215.74    0.71   -0.37
06.5  6.08   0.60   35.84   27.00  1023.38  230.91    0.48   -0.48
06.0  7.09   0.70   35.86   27.00  1023.40  233.81    0.41   -0.47
06.0  8.10   0.80   35.89   26.99  1023.42  209.60    0.48   -0.26
06.0  9.11   0.90   35.91   26.99  1023.45  178.85    0.48    0.02
06.0 10.13   1.00   35.90   27.00  1023.44  173.70    0.00    0.00
06.5  0.00   0.00   35.12   26.96  1022.82  211.20    1.15   -0.50
06.5  0.78   0.10   35.16   26.93  1022.87  210.38    1.18   -0.49
06.5  1.55   0.20   35.20   26.89  1022.91  209.56    1.22   -0.48
06.5  2.33   0.30   35.28   26.87  1022.99  210.91    1.22   -0.52
06.5  3.10   0.40   35.37   26.87  1023.05  213.09    1.21   -0.56
06.5  3.88   0.50   35.43   26.91  1023.09  214.66    1.18   -0.59
06.5  4.66   0.60   35.49   26.95  1023.12  214.14    1.16   -0.57
06.5  5.43   0.70   35.53   26.96  1023.16  212.47    1.15   -0.52
06.5  6.21   0.80   35.55   26.97  1023.17  211.53    1.11   -0.48
06.5  6.98   0.90   35.57   26.97  1023.19  211.80    1.06   -0.46
06.5  7.76   1.00   35.58   26.99  1023.19  213.63    0.00    0.00
07.0  0.00   0.00   35.14   26.96  1022.84  210.31    1.45   -0.60
07.0  0.79   0.10   35.14   26.97  1022.84  212.75    1.42   -0.66
07.0  1.59   0.20   35.13   26.97  1022.84  215.19    1.40   -0.72
07.0  2.38   0.30   35.12   26.97  1022.83  215.49    1.40   -0.73
07.0  3.18   0.40   35.11   26.97  1022.82  215.17    1.38   -0.71
07.0  3.97   0.50   35.10   26.97  1022.83  215.47    1.34   -0.69
07.0  4.77   0.60   35.11   26.97  1022.83  216.41    1.28   -0.69
07.0  5.56   0.70   35.13   26.98  1022.85  216.24    1.25   -0.67
07.0  6.36   0.80   35.15   26.99  1022.86  214.92    1.24   -0.63
07.0  7.15   0.90   35.16   26.99  1022.88  214.83    1.21   -0.61
07.0  7.95   1.00   35.16   26.98  1022.88  218.41    0.00    0.00
07.5  0.00   0.00   34.89   26.98  1022.65  212.55    1.46   -0.67
07.5  0.74   0.10   34.91   26.99  1022.66  213.76    1.45   -0.70
07.5  1.48   0.20   34.92   27.00  1022.67  214.98    1.44   -0.73
07.5  2.22   0.30   34.94   27.01  1022.68  216.84    1.42   -0.78
07.5  2.95   0.40   34.96   27.01  1022.70  218.35    1.40   -0.81
07.5  3.69   0.50   34.98   27.03  1022.71  218.62    1.34   -0.79
07.5  4.43   0.60   34.98   27.03  1022.72  217.67    1.29   -0.74
07.5  5.17   0.70   34.96   27.02  1022.71  215.55    1.27   -0.66
07.5  5.91   0.80   34.93   27.00  1022.69  212.12    1.26   -0.57
07.5  6.65   0.90   34.90   26.99  1022.67  208.21    1.24   -0.47
07.5  7.39   1.00   34.89   27.03  1022.66  204.86    0.00    0.00
08.0  0.00   0.00   34.80   27.06  1022.55  207.78    1.45   -0.52
08.0  0.69   0.10   34.77   27.06  1022.53  211.23    1.41   -0.60
08.0  1.39   0.20   34.74   27.06  1022.51  214.68    1.37   -0.69
08.0  2.08   0.30   34.72   27.06  1022.50  217.01    1.33   -0.74
08.0  2.78   0.40   34.72   27.06  1022.50  217.64    1.31   -0.74
08.0  3.47   0.50   34.74   27.07  1022.52  216.12    1.31   -0.70
08.0  4.17   0.60   34.76   27.07  1022.54  213.92    1.32   -0.64
08.0  4.86   0.70   34.75   27.07  1022.53  213.10    1.33   -0.62
08.0  5.56   0.80   34.73   27.07  1022.52  213.21    1.32   -0.62
08.0  6.25   0.90   34.71   27.06  1022.51  213.33    1.31   -0.62
08.0  6.95   1.00   34.71   27.06  1022.52  212.55    0.00    0.00
08.5  0.00   0.00   34.15   27.16  1022.03  214.36    1.36   -0.67
08.5  0.86   0.10   34.13   27.15  1022.02  214.87    1.34   -0.68
08.5  1.72   0.20   34.12   27.15  1022.02  215.37    1.31   -0.68
08.5  2.57   0.30   34.16   27.15  1022.05  215.08    1.30   -0.66
08.5  3.43   0.40   34.21   27.16  1022.09  214.90    1.29   -0.65
08.5  4.29   0.50   34.22   27.16  1022.10  215.79    1.28   -0.67
08.5  5.15   0.60   34.18   27.17  1022.07  218.32    1.20   -0.70
08.5  6.01   0.70   34.15   27.19  1022.05  220.03    1.12   -0.70
08.5  6.86   0.80   34.18   27.19  1022.07  217.93    1.07   -0.61
08.5  7.72   0.90   34.23   27.18  1022.12  213.57    1.02   -0.48
08.5  8.58   1.00   34.22   27.17  1022.11  211.88    0.00    0.00
09.0  0.00   0.00   32.19   27.22  1020.54  206.35    1.41   -0.47
09.0  0.84   0.10   32.33   27.21  1020.65  207.03    1.39   -0.48
09.0  1.68   0.20   32.48   27.20  1020.76  207.70    1.37   -0.49
09.0  2.52   0.30   32.60   27.21  1020.86  210.15    1.33   -0.54
09.0  3.36   0.40   32.72   27.22  1020.95  214.16    1.25   -0.61
09.0  4.20   0.50   32.90   27.24  1021.08  218.65    1.16   -0.69
09.0  5.04   0.60   33.14   27.25  1021.26  221.76    1.08   -0.72
09.0  5.88   0.70   33.34   27.25  1021.42  222.33    1.02   -0.70
09.0  6.72   0.80   33.48   27.25  1021.53  220.15    0.96   -0.61
09.0  7.56   0.90   33.56   27.24  1021.59  217.71    0.91   -0.53
09.0  8.40   1.00   33.57   27.24  1021.60  218.49    0.00    0.00
09.5  0.00   0.00   31.20   27.36  1019.75  215.24    1.04   -0.54
09.5  0.88   0.10   31.17   27.35  1019.73  210.86    1.09   -0.46
09.5  1.76   0.20   31.15   27.35  1019.72  206.47    1.14   -0.38
09.5  2.64   0.30   31.33   27.36  1019.85  207.91    1.13   -0.41
09.5  3.52   0.40   31.65   27.37  1020.10  212.37    1.08   -0.49
